順丁烯二酸酐,經銷商,"台榮工業原料有限公司(嘉義市)",
順丁烯二酸酐,經銷商,"和美工業原料行(台南市)",
順丁烯二酸酐,經銷商,"冠響企業有限公司(台南市)",
順丁烯二酸酐澱粉,製造廠,"郭信豐粉廠(嘉義縣)","番薯粉"
順丁烯二酸酐澱粉,製造廠,"丸新嘉義澱粉工廠(嘉義縣)","修飾澱粉"
順丁烯二酸酐澱粉,製造廠,"協奇澱粉公司(台南市)","奇奇修飾澱粉"
順丁烯二酸酐澱粉,製造廠,"寶森澱粉行(台南市)","原子粉"
順丁烯二酸酐澱粉,製造廠,"茂利公司(台南市)","南光牌番薯粉"
順丁烯二酸酐澱粉,製造廠,"嘉南澱粉工廠(台南市)","雙嘉牌番薯粉/雙嘉牌清粉"
順丁烯二酸酐澱粉,製造廠,"裕樺澱粉工廠有限公司(台南市)","原子粉"
順丁烯二酸酐澱粉,製造廠,"三進粉業股份有限公司(台南市)","天細粉"
順丁烯二酸酐澱粉,銷售商,"怡和澱粉有限公司(台北市)","德細清粉"
順丁烯二酸酐澱粉,銷售商,"嘉輝食品股份有限公司(台灣北區澱粉有限公司) (新北市)","番薯粉"
順丁烯二酸酐澱粉,銷售商,"協奇澱粉(新北市)","奇奇化製澱粉"
順丁烯二酸酐澱粉,銷售商,"和成行(新竹市)","雙嘉牌番薯粉"
順丁烯二酸酐澱粉,銷售商,"家寶商行(新竹市)","雙嘉牌番薯粉"
順丁烯二酸酐澱粉,銷售商,"許財記行(新竹市)","雙嘉牌番薯粉"
順丁烯二酸酐澱粉,銷售商,"德成商行(新竹市)","雙嘉牌番薯粉"
順丁烯二酸酐澱粉,銷售商,"侑嘉詮企業有限公司(台中市)","特級粉、地瓜粉"
順丁烯二酸酐澱粉,銷售商,"廣泰澱粉企業有限公司(台中市)","特級地瓜粉、地瓜粉、在來米粉"
順丁烯二酸酐澱粉,銷售商,"萬泰商行(彰化縣)","地瓜粉"
順丁烯二酸酐澱粉,銷售商,"鴻凱行(彰化縣)","地瓜粉"
順丁烯二酸酐澱粉,銷售商,"三發商行(彰化縣)","地瓜粉、橙粉"
順丁烯二酸酐澱粉,銷售商,"瑞發商行(雲林縣)","修飾澱粉"
順丁烯二酸酐澱粉,銷售商,"乘儀商行(高雄市)","奇奇化製澱粉"
順丁烯二酸酐澱粉,銷售商,"協奇企業行(高雄市)","奇奇化製澱粉"
順丁烯二酸酐澱粉,銷售商,"協裕粉行(高雄市)","奇奇化製澱粉"
順丁烯二酸酐澱粉,銷售商,"慶昌粉行(屏東縣)","黑輪粉、地瓜粉"
含順丁烯二酸酐化製澱粉之包裝產品,標示負責廠商,"蓮發食品有限公司","蓮發九份芋圓地瓜園、蓮發美濃板條"
含順丁烯二酸酐化製澱粉之包裝產品,標示負責廠商,"日正食品股份有限公司","日正波霸粉圓、日正小粉圓/珍珠粉圓"
含順丁烯二酸酐化製澱粉之包裝產品,標示負責廠商,"長勝食品廠(慈惠食品股份有限公司)","正宗冷凍黑輪"
含順丁烯二酸酐化製澱粉之包裝產品,標示負責廠商,"天佑食品股份有限公司","關東煮黑輪"
含順丁烯二酸酐化製澱粉之包裝產品,標示負責廠商,"名記豆腐有限公司","名記豆花"
含順丁烯二酸酐化製澱粉之包裝產品,標示負責廠商,"鼎珍食品工業股份有限公司","鼎珍珍珠粉圓"
